PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
114.56,166.58,4.58,6.33,7.82,4.2,0.69,9.56,16.51,4.44,6.1,1.05,322,Hazardous
53.96,115.54,7.09,6.08,9.39,6.12,0.54,9.81,17.46,4.09,4.62,1.04,148,Moderate
58.85,125.5,15.47,7.78,13.85,17.58,1.02,11.69,9.64,3.88,7.38,1.16,117,Moderate
46.3,84.99,15.71,9.68,14.7,17.99,0.79,8.19,7.92,3.67,6.04,1.02,100,Satisfactory
45.3,72.48,38.26,8.67,35.9,7.29,0.74,9.2,9.4,3.36,4.68,0.89,82,Satisfactory
96.95,162.86,4.57,17.22,13.93,1,0.85,10.64,12.77,1.5,5.61,3.76,245,Poor
63.35,122.19,3.11,10.68,13.76,0.7,0.5,8.08,17.52,1.19,3.48,3.4,165,Moderate
42.54,70.69,3.11,9.85,12.88,0.65,0.42,9.32,17.13,1.03,2.63,3.77,94,Satisfactory
61.85,100.77,5.34,25.44,28.08,6.43,0.67,9.22,14.66,1.15,3.57,3.38,87,Satisfactory
84.1,125.61,1.32,17.06,18.48,9.59,0.53,9.45,8.15,6.91,1.82,0.97,256,Poor
44.9,76.48,2.6,18.03,20.07,5,0.45,10.79,8.99,5.24,1.92,1.19,107,Moderate
46.55,93.05,17.99,51.27,68.73,5,0.87,11.2,7.16,6.89,2.25,1.14,80,Satisfactory
61.28,138.26,16.84,48.98,66.05,5,0.84,9.71,4.22,7.59,2.31,1.12,111,Moderate
32.56,64.7,18.8,52.22,70.53,5,0.85,10.94,5.34,7.25,2.22,1.22,88,Satisfactory
42,74.34,28.32,29.43,51.8,5,0.85,10.01,5.92,8.14,1.73,7.16,100,Satisfactory
50.57,91.07,40.39,8.06,36.97,5,0.88,10.77,7.12,9.66,0.67,0.21,95,Satisfactory
55.52,105.75,27.53,10.22,27.17,5,0.77,10.78,8.14,7.55,0.45,0.17,92,Satisfactory
59.05,98.34,8.75,12.28,13.41,5,0.73,10.18,10.13,7.16,0.41,0.14,107,Moderate
78.39,120.04,11.61,11.11,14.88,5,0.61,8.67,11.23,6.4,0.31,0.16,122,Moderate
81.14,140.46,25.39,15.46,27.98,5,0.77,6.36,12.77,7,0.39,0.11,166,Moderate
91.88,171.84,59.58,13.5,52.75,24.2,1.3,9.59,12.55,10,0.86,0.29,199,Moderate
92.12,167.97,70.94,5.08,59.09,35.57,1.25,9.06,13.89,10.36,0.92,0.22,204,Poor
77.58,135.81,44.31,10.6,41.3,44.06,0.96,10.33,9.78,8.15,0.65,0.15,186,Moderate
69.8,133.11,43.97,12.89,42.09,49.26,1,10.46,8.77,8.82,0.64,4.82,139,Moderate
69.48,111.77,33.52,14.4,33.18,40.21,0.87,10.54,10.45,2.09,0.48,1.27,142,Moderate
97.55,196.46,29.9,21.94,34.45,36.14,0.92,11.4,8.56,3.31,0.46,1.09,157,Moderate
90.07,153.17,27.56,20.88,32.57,35.75,0.86,11.91,8.73,3.3,0.43,1,218,Poor
119.05,175.51,33.79,21.97,38.56,45.27,1.06,10.15,7.86,3.43,0.65,1.05,211,Poor
108,141,34.59,23.28,40.18,47.58,1.01,8.2,8.47,3.49,0.63,1.15,307,Hazardous
21.86,53.35,6.07,14.69,12.52,46.26,0.4,7.97,13.21,3.38,0.25,0.8,115,Moderate
39,70.49,8.42,14.96,14.58,57.1,0.48,10.16,4.84,3.37,0.26,0.99,44,Good
39.25,63.12,7.44,11.3,11.79,43.62,0.51,9.65,5.81,3.27,0.18,1.04,70,Satisfactory
41.79,77.26,7.23,10.15,11.16,31.34,0.53,6.58,3.7,3.04,0.18,0.76,69,Satisfactory
61.95,101.09,4.68,12.21,9.97,37.32,0.53,6.01,4.85,3.04,0.14,0.73,89,Satisfactory
49.36,82.55,6.34,11.18,10.87,33.79,0.62,5.7,3.93,4.8,0.22,0.74,95,Satisfactory
91.41,119.91,7.9,14.2,13.76,33.11,0.66,7.77,5.84,7.02,0.29,0.84,149,Moderate
98.48,132.54,8.48,14.95,14.25,42.05,0.8,8.64,8.29,8.3,0.25,0.88,204,Poor
68.55,119.96,5.88,11.44,10.79,40.98,0.8,5.95,8.99,7.21,0.21,2.3,199,Moderate
46.06,87.11,2.7,11.25,8.04,36.8,0.62,6.88,11.38,0.08,0.13,0.83,101,Moderate
41.79,83.61,6.97,12.09,11.87,40.76,0.66,6.83,8.97,4.17,0.22,0.69,80,Satisfactory
67.27,132.94,10.35,13.21,15.23,36.41,0.72,6.88,8.48,7.96,0.21,0.81,110,Moderate
35.08,65.55,3.48,9.79,7.92,26.09,0.49,5.65,9.85,5.42,0.11,0.65,96,Satisfactory
38.86,79.99,2.22,10.41,7.23,22.17,0.49,6.14,10.21,4.76,0.11,0.62,69,Satisfactory
61.39,131.32,3.7,14.23,10,25.4,0.58,4.76,6.78,6.06,0.18,0.5,97,Satisfactory
77.1,156.58,12.15,11.78,14.9,25.82,0.69,6.58,6.12,6.54,0.24,0.64,127,Moderate
58.68,99.91,11.84,12.41,16.18,24.38,0.77,5.62,9.04,7.95,0.24,0.68,149,Moderate
72.34,140.37,38.14,16.28,36.66,26.86,1.04,6.59,6.52,8.77,5.1,1.28,102,Moderate
77.06,145.42,49.23,14.74,48.79,24.95,1.24,7.27,6.62,10.96,0.42,0.72,206,Poor
63.22,135.76,46.81,15.96,45.21,24.73,1.11,7.79,8.1,9.14,0.38,0.78,132,Moderate
45.65,102.2,40.57,13.18,39.43,29.29,0.97,8.9,22.51,7.93,0.74,0.88,109,Moderate
45.79,94.86,36.01,11.14,34.87,46.37,0.93,11.32,14.29,8.27,1.11,0.99,102,Moderate
53.46,108.55,23.92,13.16,26.12,45.85,0.84,9.13,9.92,7.1,0.64,1.01,100,Satisfactory
51.15,106.42,6.6,13.63,12.1,35.98,0.64,8.39,9.66,5.65,0.23,0.9,109,Moderate
37.92,65.35,10.22,12.04,14.32,38.35,0.57,9.79,6.99,5.4,0.14,0.98,85,Satisfactory
28.87,48.29,29.12,11.69,29.7,39.27,0.79,8.73,8.44,6.69,0.18,1.02,56,Satisfactory
31.92,43.82,18.41,9.94,19.91,38.98,0.61,7.9,10.9,4.94,0.16,0.91,48,Good
28.35,47.36,3.41,11.19,8.54,35.22,0.44,5.58,12.51,4.01,0.37,0.81,49,Good
27.82,63.04,7.97,11.61,12.46,33.56,0.5,6,10.61,4.62,0.22,0.26,58,Satisfactory
46.57,108.09,19.2,15.57,23.47,24.35,0.76,6.55,8.43,6.31,0.16,0.31,80,Satisfactory
75.8,165.63,17.43,17.6,23.12,24.83,0.92,9.83,6.26,9.58,0.16,0.39,123,Moderate
63.64,120.83,18.37,15.63,23.05,29.22,0.88,7.38,7.63,8.33,0.17,0.32,170,Moderate
39.14,73.4,13.13,9.24,15.17,33.17,0.69,6.7,8.2,6.8,0.16,0.25,88,Satisfactory
46.49,85.04,12.44,12.03,16.45,31.7,0.68,7.03,9.22,6.39,0.16,0.3,77,Satisfactory
40.07,79.2,7.15,11.91,11.96,29.08,0.67,6.47,8.12,6.54,0.15,0.27,80,Satisfactory
48.86,90.27,16.22,10.91,18.44,41.64,0.75,7.18,6.46,6.81,0.19,0.25,85,Satisfactory
58.57,134,18.14,11.8,20.29,47.37,0.69,8.39,8.28,6.26,0.19,1.71,110,Moderate
46.76,96.89,20.11,11.33,22.08,35.94,0.78,7.99,10.35,6.54,0.29,0.97,112,Moderate
54.78,127.45,27.83,13.64,29.01,42.26,0.96,6.46,8.95,7.74,0.44,0.83,93,Satisfactory
65.75,140.69,38.7,16.84,39.52,43.79,1.03,9.06,9.56,9.44,0.6,1.04,136,Moderate
41.75,93.67,18.17,12.43,21.1,48.99,0.73,7.32,6.54,6.48,0.46,0.91,112,Moderate
29.8,72.37,1.59,10.72,6.48,50.54,0.43,5.37,12.63,3.94,0.14,0.68,73,Satisfactory
27.35,82.96,1.26,13.16,7.67,48.75,0.54,5.84,14.54,4.31,0.11,0.58,75,Satisfactory
50.16,107.88,35.84,13.38,35.43,35.96,1.03,7.56,3.2,6.75,0.28,0.83,99,Satisfactory
63.05,108.46,29.72,14.09,31.22,32.77,0.9,8.11,11.11,5.95,0.15,1.05,117,Moderate
70.05,123.37,26.66,18.67,31.12,36.16,0.98,8.26,9.31,8.21,0.36,2.29,93,Satisfactory
40.04,89.37,15.87,17.71,21.46,70.87,0.64,7.53,10.27,5.05,0.25,0.73,142,Moderate
23.83,68.76,6.6,16.39,13.86,65.83,0.51,7.44,8.83,0,0,0,72,Satisfactory
26.33,65.41,4.78,11.56,9.73,52.34,0.46,5.88,9.77,3.21,0.15,0.46,76,Satisfactory
33.27,66.36,4.48,12.56,7.49,68.76,0.6,6.3,7.45,5.07,0.24,0.69,55,Satisfactory
46.01,85.01,3.21,15.01,5.53,79.53,0.82,7.97,12.24,7.04,0.38,0.85,95,Satisfactory
36.92,82.32,4.52,12.5,10,52.13,0.57,6.96,13.45,5.16,0.16,0.79,75,Satisfactory
45.69,115.3,17.36,14.34,20.79,48.4,0.76,7.01,10.43,5.97,0.3,0.77,95,Satisfactory
48.43,112.21,32.31,16.22,34.89,45.63,0.87,8.97,11.01,7.08,0.42,0.82,113,Moderate
44.5,85.81,1.37,11.9,7.21,41.06,0.5,7.05,13.06,4.56,0.15,0.69,98,Satisfactory
44.26,93.7,15.06,13.75,18.79,51.85,0.71,7.71,9.21,5.77,0.33,0.8,83,Satisfactory
52.11,95.92,29.84,17.65,28.07,52.94,0.82,9.1,9.83,6.73,0.42,0.94,102,Moderate
56.44,94.22,9.91,15.27,15.03,37.51,0.67,7.94,10.93,5.92,0.24,0.79,91,Satisfactory
58.61,103.76,23.06,19.65,28.42,24.01,0.82,10.03,9.18,6.61,0.3,0.92,101,Moderate
58.08,109.57,25.78,18.27,30.22,26.54,0.89,8.69,10.81,6.72,1.58,3.27,109,Moderate
55.99,118.21,18.39,17.75,24.25,34.43,0.85,8.71,11.89,6.74,2.6,0.9,109,Moderate
54.47,114.12,3.68,15.96,11.31,32.97,0.65,8.35,19.25,5.87,0.17,0.76,110,Moderate
45.96,94.73,1.7,14.52,8.96,33.61,0.59,9.29,17.07,5.64,0.16,0.77,102,Moderate
38.65,96.46,1.54,13.63,8.36,36.75,0.49,8.37,16.15,4.98,0.2,0.76,94,Satisfactory
38.73,92.66,1.43,14.94,8.94,36.5,0.56,9.09,17.84,4.98,0.14,0.82,94,Satisfactory
44.75,97.01,10.51,18.43,17.9,30.26,0.68,9.39,12.34,5.74,0.21,1.08,99,Satisfactory
37.34,84.86,6.64,17.18,14.42,29.55,0.61,8.07,15.63,5.3,0.2,0.91,88,Satisfactory
39.85,114.47,4.45,17.63,12.56,50.52,0.66,9.85,11.62,5.45,0.2,3.38,94,Satisfactory
49.94,140.48,29.86,23.78,36.57,47.46,1,8.79,12.05,8.7,0.41,2.84,124,Moderate
40.09,105.55,3.48,22.32,14.23,51.36,0.66,10.52,10.35,5.38,0.22,2.71,114,Moderate
17.74,36.33,5.72,19.61,14.1,51.13,0.58,11.11,8.22,4.37,0.12,2.94,72,Satisfactory
28.86,59.53,9.04,16.27,15.75,56.93,0.61,9.63,15.11,5,0.16,3.21,50,Good
26.21,65.46,11.93,16.68,18.18,54.07,0.67,10,15.54,5.4,0.15,3.91,64,Satisfactory
22.11,68.15,8.68,14.65,14.71,57.43,0.54,10.26,14.02,4.5,0.17,4.41,61,Satisfactory
31.08,78.66,8.84,17.82,16.43,53.71,0.65,11.05,13.07,5.38,0.18,1.27,78,Satisfactory
36.76,96.77,23.97,21.72,30.21,42.06,0.91,11.17,11.33,6.28,0.17,1.41,83,Satisfactory
55.33,122.12,20.93,22.96,28.95,44.13,1.03,11.55,10.96,8.48,0.24,1.37,112,Moderate
48.22,112.13,9.79,19.63,18.3,60.86,0.79,9.13,14.79,7.02,0.21,1.09,112,Moderate
24.21,56.88,12.13,19.64,19.59,59.45,0.63,8.1,13.73,5.02,0.15,1.2,86,Satisfactory
16.87,53.56,26.74,19.34,31.78,51.59,0.7,9.37,10.24,5.43,0.13,1.31,62,Satisfactory
32.21,75.25,21.81,19.91,27.96,51.7,0.72,11.08,9.32,5.67,0.15,1.3,66,Satisfactory
35.14,90.3,9.78,16.91,16.8,66.95,0.6,9.75,12.35,5.31,0.13,1.27,82,Satisfactory
35.6,101.85,14.24,21.84,22.8,68.95,0.77,10.94,12.72,6.69,0.16,1.21,97,Satisfactory
20.93,64.03,6.33,21.44,16.33,58.7,0.52,8.94,13.74,4.8,0.14,1.16,86,Satisfactory
13.67,38.03,4.61,17.43,12.82,58.92,0.4,7.91,11.92,3.56,0.93,47.4,49,Good
13.4,26.33,18.12,12.2,20.48,59.19,0.57,6.45,5.37,3.66,2.35,116.62,35,Good
22.56,46.29,26.85,14.69,29.63,55.11,0.66,8.51,12.53,5.13,2.25,1.11,62,Satisfactory
21.62,53.89,1.64,13.26,8.13,54.32,0.38,7.63,15.71,3.43,2.65,0.87,47,Good
29.78,76.2,7.71,18.13,15.51,64.07,0.6,9.69,12.53,4.58,2.53,1.23,69,Satisfactory
27.87,69.71,11.05,20.98,19.56,63.51,0.63,8.38,10.97,5.07,2.87,1.14,74,Satisfactory
19.08,38.09,7.16,19.73,15.69,69.07,0.54,8.23,15.5,3.99,2.84,0.64,49,Good
17.86,40.9,6.34,18.04,14.58,69.88,0.46,8.05,17.15,3.59,2.84,0.78,50,Good
9.63,23.2,4.21,12.29,9.75,69.21,0.38,10.93,16.26,3.1,2.96,0.75,29,Good
10.57,36.5,4.62,9.66,8.78,82.11,0.46,9.47,15.62,3.49,2.61,1,30,Good
21.2,70.76,3.76,9.14,7.39,87.95,0.47,10.27,12.37,3.51,1.5,0.8,56,Satisfactory
18.52,76.08,2.35,8.04,6.29,100.35,0.5,9.45,15.24,3.93,0.15,0.7,77,Satisfactory
20.51,82.33,1.72,8.72,5.92,79.79,0.56,9.75,15.7,4.28,0.16,0.8,79,Satisfactory
23.59,83.69,4.97,11.22,9.8,75.59,0.66,10.23,14.59,5.24,0.26,1.03,85,Satisfactory
24.17,78.67,9.26,12.79,14.12,75.77,0.76,14.03,14.31,6.09,0.34,1.06,79,Satisfactory
21.88,74.23,7.22,12.43,12.3,72.55,0.71,13.58,14.99,5.94,0.33,1.14,76,Satisfactory
18.63,42.79,4.03,9.7,8.37,60.29,0.53,11.7,14.6,4.08,0.22,1.11,62,Satisfactory
14.77,38.24,2.41,10.02,7.16,53.38,0.54,11.08,15.03,4.12,0.21,1.18,39,Good
16.69,34.29,2.07,9.91,6.82,50.69,0.5,11.95,13.7,3.98,0.21,1.22,36,Good
15.43,37.65,3.62,8.88,6.15,42.77,0.52,11.13,13.78,3.58,0.19,1.17,35,Good
13.28,40.33,1.85,8.79,6.07,41.23,0.5,10.54,12.43,3.53,0.13,1.11,39,Good
18.86,34.12,2.98,9.17,6.85,40.12,0.5,9.61,10.49,3.78,0.16,1.09,40,Good
7.73,15.78,1.67,9.4,6.25,34.53,0.38,9.64,14.02,2.74,0.11,1.06,26,Good
18.82,41.48,1.33,9.31,5.96,41.67,0.3,10.6,17.01,2.75,1.56,0.78,30,Good
12.34,29.51,1.55,10.05,6.48,48.87,0.38,9.61,17.27,2.98,0.26,0.83,38,Good
15.51,39.66,1.46,10.85,6.85,43.04,0.49,9.39,13.55,3.64,0.13,0.99,34,Good
12.25,26.47,2.32,10.86,7.53,39.2,0.4,10.8,14.86,2.87,0.13,1.08,32,Good
11.2,31.54,1.47,9.8,6.3,34.46,0.39,8.68,19.4,2.94,0.11,0.99,34,Good
11.91,22.03,1.53,11.26,7.14,32.8,0.39,7.84,19.39,2.93,0.1,0.95,33,Good
12.77,29.32,1.47,11.97,7.43,32.37,0.46,10.1,20.12,3.27,0.1,1.01,34,Good
15.43,34.61,2.15,13.07,8.54,33.74,0.54,10.4,17.37,3.59,0.18,1.2,35,Good
20.93,47.96,1.66,10.91,6.06,46,0.41,12.81,22.15,3.1,0.82,1.48,41,Good
11.46,40.6,0.98,9.63,5.81,49.62,0.38,7.77,20.86,3.09,0.46,0.86,45,Good
11.19,33.44,1.66,11.89,7.54,40.9,0.42,9.68,21.26,2.75,0.51,1.02,38,Good
10,24.49,2.22,12.34,8.22,39.61,0.5,9.6,19.04,3.02,0.57,1.17,35,Good
12.37,35.91,1.98,11.89,7.79,36.11,0.47,9.6,20.02,3.23,0.56,1.14,36,Good
14.16,42.72,2.58,11.66,8.18,34.48,0.53,10.29,22.93,3.47,0.64,1.22,42,Good
15.62,44.12,1.34,10.16,6.38,33.38,0.51,12.02,27.2,3.32,0.62,1.13,46,Good
19.73,44.85,1.68,10.72,6.95,31.33,0.54,9.92,26.65,3.43,0.63,1.16,45,Good
18.52,56.62,1.93,11.69,7.66,29.25,0.57,10.29,32.23,3.61,0.64,0.98,56,Satisfactory
22.97,82.04,1.34,11.23,6.94,23.31,0.49,10.92,38.63,3.73,0.66,0.89,71,Satisfactory
21.93,61.39,2.49,11.04,7.75,24.21,0.59,13.23,22.37,3.79,0.74,1.26,74,Satisfactory
10.05,41.58,1.41,10.35,6.56,28.06,0.37,8.81,29.03,2.12,0.48,0.95,55,Satisfactory
6.86,22.51,2.12,10.47,7.17,28.76,0.41,8.56,26.86,2.05,0.5,1.08,39,Good
11.4,20.39,3.53,11.89,9.05,31.13,0.57,9.65,17.41,2.53,0.54,1.37,34,Good
12.87,32.33,3.78,13.35,9.8,46.36,0.47,13.26,20.84,3.33,0.52,1.12,37,Good
11.29,24.44,3.23,12.47,9.09,43.25,0.58,9.62,23.17,2.82,0.56,1.23,41,Good
16.05,35.61,3.05,12.3,8.83,34.79,0.59,10.74,30.31,2.84,0.58,1.23,50,Good
14.91,43.08,2.89,13.2,9.2,31.08,0.6,11.72,31.17,3.13,0.64,1.19,57,Satisfactory
17.25,60.12,2.01,11.93,7.88,28.7,0.57,13.36,38.25,3.48,0.58,1.14,63,Satisfactory
12.34,25.87,2.4,12.06,8.22,27.13,0.53,11.13,28.09,2.83,0.46,1.15,51,Satisfactory
10.3,21.14,2.82,12.76,8.9,27.6,0.53,11.83,23.89,2.89,0.44,1.19,35,Good
12.25,34.79,3.56,13.24,9.54,37.29,0.45,10.82,17.08,3.07,3.01,1.12,40,Good
14.57,40.93,2.7,12.76,8.84,49.89,0.59,13.77,24.1,3.66,0.54,1.05,40,Good
21.39,59.34,1.7,10.33,6.78,34.73,0.56,13.18,20.02,3.12,0.5,1.02,54,Satisfactory
11.87,39.78,3.79,16.82,11.44,27.54,0.7,14.48,,3.13,0.61,1.3,59,Satisfactory
313.22,607.98,69.16,36.39,110.59,33.85,15.2,9.25,41.68,14.36,24.86,9.84,472,Severe
186.18,269.55,62.09,32.87,88.14,31.83,9.54,6.65,29.97,10.55,20.09,4.29,454,Severe
87.18,131.9,25.73,30.31,47.95,69.55,10.61,2.65,19.71,3.91,10.23,1.99,143,Moderate
151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,4.26,9.71,3.34,319,Hazardous
146.6,219.13,14.01,34.92,38.25,122.88,9.2,3.33,23.2,2.8,6.21,2.96,325,Hazardous
149.58,252.1,17.21,37.84,42.46,134.97,9.44,3.66,26.83,3.63,7.35,3.47,318,Hazardous
217.87,376.51,26.99,40.15,52.41,134.82,9.78,5.82,28.96,4.93,9.42,5.21,353,Hazardous
229.9,360.95,23.34,43.16,51.21,138.13,11.01,3.31,30.51,5.8,11.4,4.83,383,Hazardous
201.66,397.43,19.18,38.56,45.6,140.6,11.09,3.48,32.94,5.25,11.12,5.26,375,Hazardous
221.02,361.74,24.79,46.39,55.19,134.06,9.7,5.91,34.12,4.87,9.44,4.76,376,Hazardous
205.41,393.2,28.46,47.29,57.88,131.1,10.98,5.54,50.37,5.93,10.59,5.36,379,Hazardous
212.41,345.63,24.77,44.71,54.66,148.51,9.3,5.17,40.08,6.2,10.68,4.59,375,Hazardous
197.61,301.04,34.28,45.88,62.95,145.48,11.52,5.95,39.54,5.18,9.5,4.17,366,Hazardous
164.39,227.38,20.78,41.17,48.09,166.7,10.32,4.85,42.05,4.57,10.72,3.06,353,Hazardous
166.19,283.93,47.91,56.7,79.73,124.64,10.81,6.94,43.25,6.98,20.55,3.08,340,Hazardous
174.98,309.99,42.33,49.41,70.6,136.4,11.46,4.69,34.7,7.75,15.83,3.75,356,Hazardous
196.46,356.2,42.18,53.04,80.18,125.49,8.87,5.13,25.77,9.92,17.59,3.36,360,Hazardous
201.51,359.75,45.51,53.77,75.83,120.45,8.99,5.43,23.22,9,20.95,4.03,370,Hazardous
183.35,305.13,27.32,39.88,55.67,148.49,9.02,4.21,25.34,5.57,12.93,3.62,362,Hazardous
165.63,257.04,16.47,34.23,37.68,146.31,8.03,4.11,22.69,3.42,6.76,3.28,340,Hazardous
159.54,235.27,12.27,22.56,33.02,63.23,9.01,7.05,18.56,4.1,8.26,2.72,338,Hazardous
143.68,183.89,14.75,21.82,34.88,39.65,10.58,8.64,6.94,4.15,9.54,2.78,332,Hazardous
128.73,136.07,11.99,17.35,29.46,39.98,8.74,6.77,10.91,2.51,7.64,2.49,254,Poor
164.98,200.02,10.38,15.77,25.49,38.77,9.39,8.89,9.35,2.6,5.5,2.94,324,Hazardous
148.59,203.81,11.82,20.83,28.29,45.62,11.44,5.96,16.65,3.37,6.98,2.94,333,Hazardous
129.34,137.86,12.46,25.66,29.48,60.96,10.19,6.78,18.18,3,5.87,2.51,292,Poor
154.2,217.2,14.41,30.39,34.63,40.96,10.36,6.42,17.11,3.31,6.31,3.07,318,Hazardous
134.6,156.9,18.96,28.6,35.57,49.71,10.21,5.21,15.23,3.27,6.86,2.63,295,Poor
173.13,277,23.14,38.34,48.89,62.03,11.74,5.53,16.29,4.02,9.84,3.42,327,Hazardous
178.04,272.61,19.8,38.43,44.45,69.78,11.58,6.43,14.91,3.65,6.61,3.35,345,Hazardous
158.59,207.06,30.67,41.36,57.77,67.66,8.7,5.03,17.51,4.36,8.98,2.54,334,Hazardous
211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,6.65,15.45,3.36,358,Hazardous
163.64,219.84,13.7,37.25,39.34,84.49,10.59,5.31,28.38,2.53,4.69,2.58,349,Hazardous
157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,2.13,4.24,1.12,334,Hazardous
137.26,147.08,15.21,29.69,36.06,53.28,9.11,5.06,15.07,3.04,6.31,2.79,313,Hazardous
131.76,127.42,23.15,36.51,47.4,51.24,8.18,4.85,21.7,4.92,10.17,3.33,262,Poor
151.6,330.99,46.66,67,84.76,63.45,5.51,9.13,33.92,9.46,19.7,9.77,303,Hazardous
160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,5.5,14.95,6.68,329,Hazardous
145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,2.42,6.5,0.57,323,Hazardous
134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,2.59,3.17,1.24,266,Poor
153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,5.58,7.1,7.93,319,Hazardous
116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,5.96,5.59,10.72,334,Hazardous
177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,3.5,7.38,10.65,342,Hazardous
167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,3.53,7.69,11.45,341,Hazardous
193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,9.01,17.88,14.17,377,Hazardous
184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,4.79,8.98,12.44,391,Hazardous
152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,3.49,358,Hazardous
161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,3.04,5.62,3.78,327,Hazardous
188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,8.34,16.27,4.38,365,Hazardous
159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,3.11,6.12,3.49,352,Hazardous
144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,4.07,317,Hazardous
155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,4.69,16.48,9.41,320,Hazardous
124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,0.88,3.13,1.44,279,Poor
141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,2.02,11.23,10.87,281,Poor
170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,4.28,22.47,17.65,354,Hazardous
148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,2.06,6.92,1.75,340,Hazardous
140.78,171.64,11.34,20.95,26.65,23.22,13.61,6.98,28.72,1.81,6.96,3.64,323,Hazardous
130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,2.14,8.56,4.34,315,Hazardous
105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,1.97,7.83,1.25,310,Hazardous
71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,2.6,324,Hazardous
53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,0.91,3.45,0.69,226,Poor
83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266,Poor
91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,1.6,8.05,6.62,200,Moderate
106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,3.27,15.12,10.65,275,Poor
101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,2.45,9.31,7.14,322,Hazardous
77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,1.68,6.31,1.25,216,Poor
63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,1.69,6.09,1.35,108,Moderate
76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,1.12,4.32,1.97,197,Moderate
86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,1.51,5.62,4.8,238,Poor
104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,2.32,7.74,1.91,274,Poor
115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,2.9,12.42,15.16,315,Hazardous
108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,3.41,14.88,9.81,307,Hazardous
67.94,105.29,14.3,29.78,32.1,29.21,9.18,10.14,23.39,2.42,9.14,0.8,208,Poor
38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22,1.03,4.45,1.38,165,Moderate
45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,1.05,4.83,0.74,188,Moderate
55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,1.55,6.39,4.07,217,Poor
50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,1.11,4.42,3.67,191,Moderate
69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,3.23,8.67,7.55,240,Poor
96.62,168,19.15,29.04,37.12,35.07,9.59,6.66,29.01,5.67,17.61,22.01,229,Poor
96.28,172.91,20.18,29.21,37.78,32.01,8.82,7.31,25.97,7.79,16.65,17.47,248,Poor
72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,2.67,6.07,5.96,204,Poor
78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,5.45,13.55,10.98,271,Poor
91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,9.72,16.21,15.64,290,Poor
107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,4.93,11.03,9.98,340,Hazardous
